nama_prov;value_prov;variable_kab;nama_kab;value_kab;kab
SULAWESI TENGGARA;74;KODE_KAB;WAKATOBI;7407;7
SULAWESI TENGGARA;74;KODE_KAB;KOLAKA UTARA;7408;8
SULAWESI TENGGARA;74;KODE_KAB;BUTON UTARA;7409;9
SULAWESI TENGGARA;74;KODE_KAB;KONAWE UTARA;7410;10
SULAWESI TENGGARA;74;KODE_KAB;KOLAKA TIMUR;7411;11
SULAWESI TENGGARA;74;KODE_KAB;KONAWE KEPULAUAN;7412;12
SULAWESI TENGGARA;74;KODE_KAB;MUNA BARAT;7413;13
SULAWESI TENGGARA;74;KODE_KAB;BUTON TENGAH;7414;14
SULAWESI TENGGARA;74;KODE_KAB;BUTON SELATAN;7415;15
SULAWESI TENGGARA;74;KODE_KAB;KENDARI;7471;71
SULAWESI TENGGARA;74;KODE_KAB;BAUBAU;7472;72
GORONTALO;75;KODE_KAB;BOALEMO;7501;1
GORONTALO;75;KODE_KAB;GORONTALO;7502;2
GORONTALO;75;KODE_KAB;POHUWATO;7503;3
GORONTALO;75;KODE_KAB;BONE BOLANGO;7504;4
GORONTALO;75;KODE_KAB;GORONTALO UTARA;7505;5
GORONTALO;75;KODE_KAB;GORONTALO;7571;71
SULAWESI BARAT;76;KODE_KAB;MAJENE;7601;1
SULAWESI BARAT;76;KODE_KAB;POLEWALI MANDAR;7602;2
SULAWESI BARAT;76;KODE_KAB;MAMASA;7603;3
SULAWESI BARAT;76;KODE_KAB;MAMUJU;7604;4
SULAWESI BARAT;76;KODE_KAB;PASANGKAYU;7605;5
SULAWESI BARAT;76;KODE_KAB;MAMUJU TENGAH;7606;6
MALUKU;81;KODE_KAB;MALUKU TENGGARA BARAT;8101;1
MALUKU;81;KODE_KAB;MALUKU TENGGARA;8102;2
MALUKU;81;KODE_KAB;MALUKU TENGAH;8103;3
MALUKU;81;KODE_KAB;BURU;8104;4
MALUKU;81;KODE_KAB;KEPULAUAN ARU;8105;5
MALUKU;81;KODE_KAB;SERAM BAGIAN BARAT;8106;6
MALUKU;81;KODE_KAB;SERAM BAGIAN TIMUR;8107;7
MALUKU;81;KODE_KAB;MALUKU BARAT DAYA;8108;8
MALUKU;81;KODE_KAB;BURU SELATAN;8109;9
MALUKU;81;KODE_KAB;AMBON;8171;71
MALUKU;81;KODE_KAB;TUAL;8172;72
MALUKU UTARA;82;KODE_KAB;HALMAHERA BARAT;8201;1
MALUKU UTARA;82;KODE_KAB;HALMAHERA TENGAH;8202;2
MALUKU UTARA;82;KODE_KAB;KEPULAUAN SULA;8203;3
MALUKU UTARA;82;KODE_KAB;HALMAHERA SELATAN;8204;4
MALUKU UTARA;82;KODE_KAB;HALMAHERA UTARA;8205;5
MALUKU UTARA;82;KODE_KAB;HALMAHERA TIMUR;8206;6
MALUKU UTARA;82;KODE_KAB;PULAU MOROTAI;8207;7
MALUKU UTARA;82;KODE_KAB;PULAU TALIABU;8208;8
MALUKU UTARA;82;KODE_KAB;TERNATE;8271;71
MALUKU UTARA;82;KODE_KAB;TIDORE KEPULAUAN;8272;72
PAPUA BARAT;91;KODE_KAB;FAKFAK;9101;1
PAPUA BARAT;91;KODE_KAB;KAIMANA;9102;2
PAPUA BARAT;91;KODE_KAB;TELUK WONDAMA;9103;3
PAPUA BARAT;91;KODE_KAB;TELUK BINTUNI;9104;4
PAPUA BARAT;91;KODE_KAB;MANOKWARI;9105;5
PAPUA BARAT;91;KODE_KAB;SORONG SELATAN;9106;6
PAPUA BARAT;91;KODE_KAB;SORONG;9107;7
PAPUA BARAT;91;KODE_KAB;RAJA AMPAT;9108;8
PAPUA BARAT;91;KODE_KAB;TAMBRAUW;9109;9
PAPUA BARAT;91;KODE_KAB;MAYBRAT;9110;10
PAPUA BARAT;91;KODE_KAB;MANOKWARI SELATAN;9111;11
PAPUA BARAT;91;KODE_KAB;PEGUNUNGAN ARFAK;9112;12
PAPUA BARAT;91;KODE_KAB;SORONG;9171;71
PAPUA;94;KODE_KAB;MERAUKE;9401;1
PAPUA;94;KODE_KAB;JAYAWIJAYA;9402;2
PAPUA;94;KODE_KAB;JAYAPURA;9403;3
PAPUA;94;KODE_KAB;NABIRE;9404;4
PAPUA;94;KODE_KAB;KEPULAUAN YAPEN;9408;8
PAPUA;94;KODE_KAB;BIAK NUMFOR;9409;9
PAPUA;94;KODE_KAB;PANIAI;9410;10
PAPUA;94;KODE_KAB;PUNCAK JAYA;9411;11
PAPUA;94;KODE_KAB;MIMIKA;9412;12
PAPUA;94;KODE_KAB;BOVEN DIGOEL;9413;13
PAPUA;94;KODE_KAB;MAPPI;9414;14
PAPUA;94;KODE_KAB;ASMAT;9415;15
PAPUA;94;KODE_KAB;YAHUKIMO;9416;16
PAPUA;94;KODE_KAB;PEGUNUNGAN BINTANG;9417;17
PAPUA;94;KODE_KAB;TOLIKARA;9418;18
PAPUA;94;KODE_KAB;SARMI;9419;19
PAPUA;94;KODE_KAB;KEEROM;9420;20
PAPUA;94;KODE_KAB;WAROPEN;9426;26
PAPUA;94;KODE_KAB;SUPIORI;9427;27
PAPUA;94;KODE_KAB;MAMBERAMO RAYA;9428;28
PAPUA;94;KODE_KAB;NDUGA;9429;29
PAPUA;94;KODE_KAB;LANNY JAYA;9430;30
PAPUA;94;KODE_KAB;MAMBERAMO TENGAH;9431;31
PAPUA;94;KODE_KAB;YALIMO;9432;32
PAPUA;94;KODE_KAB;PUNCAK;9433;33
PAPUA;94;KODE_KAB;DOGIYAI;9434;34
PAPUA;94;KODE_KAB;INTAN JAYA;9435;35
PAPUA;94;KODE_KAB;DEIYAI;9436;36
PAPUA;94;KODE_KAB;JAYAPURA;9471;71
